sku,name,category_id,uom_id,auto_reorder,lead_time,reorder_level,remark,quantity_to_reorder,status,price,VendorIDs,warehouses
HJS-WRSP2.2,FILON SUPER PLUS 1.8MM X 2.2 WIDTH WITH GELCOAT & CONRONA TREATED ON ONE SIDE.,KML,METER,0,,0.0000,,0.0000,1,94.00000000,L0020,GRN-1-HJS-WRSP2.2----------ST----------598.2000
HJS-WRSP2.5,FILON SUPER PLUS 1.8MM X 2.5 WIDTH WITH GELCOAT & CONRONA TREATED ON ONE SIDE.,KML,METER,0,,0.0000,,0.0000,1,107.00000000,L0020,GRN-1-HJS-WRSP2.5----------ST----------155.6400
HJS-WRSPB,FILON SUPER PLUS 1.1MM X 2.0 WIDTH WITH GELCOAT & CONRONA TREATED ON ONE SIDE,KML,METER,0,,0.0000,,0.0000,1,67.00000000,L0020,GRN-1-HJS-WRSPB----------ST----------250.0000
HEBUFLHI-127-5-91,BUTTERFLY HINGES 127-5 PART NO:BUT-91,ZZ0,PC,0,,0.0000,,0.0000,1,10.00000000,L0029,GRN-1-HEBUFLHI-127-5-91----------ST----------0.0000
HEBUFLHI-102-2-89B,BUTTERFLY HINGES 102-2 PART NO:BUT-89B,ZZ0,PC,0,,0.0000,,0.0000,1,32.00000000,"L0029,,,,,,,,,S0061",GRN-1-HEBUFLHI-102-2-89B----------ST----------0.0000
SBPIHI76X3X2M,STAINLESS STEEL PIANO HINGES W76 X T3 X 2MTR (PIN -5MM X KNUCLE-25MM),ZZ0,PC,0,,0.0000,,0.0000,1,294.00000000,"L0029,,,,,,,,,S0061",GRN-1-SBPIHI76X3X2M----------ST----------0.0000
SHFRPASE,FRONT PARKING SENSOR -(VEHICLE),ZZ0,PC,0,,0.0000,,0.0000,1,80.00000000,L0031,GRN-1-SHFRPASE----------ST----------0.0000
"SRC-01-3.5""","SILICON REVERSEAID C/W 3.5"" MONITOR AND WIRING KIT",MIP,PC,0,,0.0000,,0.0000,1,300.00000000,L0031,"GRN-1-SRC-01-3.5""----------ST----------0.0000"
VIDEO WIRE,"ADDITIONAL EXTENSION WIRE WITH 2 CONNECTOR JOINTS ",MIP,PC,0,,0.0000,"",0.0000,1,50.00000000,L0031,GRN-1-VIDEO WIRE----------ST----------0.0000
CURECALCD-12V,7 INCH 4CH 1080P VIDEO RECORDING SYSTEM -MS-715DVR WITH 2PCS OF CAMERA -MS-753HD & 2 X 20M CABLE,MIP,SET,0,,0.0000,,0.0000,1,799.00000000,"L0031,,,,,,,,,M0014",GRN-1-CURECALCD-12V----------ST----------2.0000
SFNPTSO-3/8,3/8” NPT SOCKET GG-06,ZZ0,PC,0,,0.0000,,0.0000,1,6.10000000,L0032,GRN-1-SFNPTSO-3/8----------ST----------0.0000
CQCO-XR10CX,DIXELL CONTROLLER XR10CX R8A 24V ( NTC ),ZZ0,PC,0,,0.0000,,0.0000,1,98.00000000,L0033,GRN-1-CQCO-XR10CX----------ST----------1.0000
SHNTCSE,NTC SENSOR 1.5 LONG ( FOR DIXELL CONTROLLER XR10CXR8A 24V ),ZZ0,PC,0,,0.0000,,0.0000,1,12.36000000,L0033,GRN-1-SHNTCSE--------------------
GAGAGUAGE-40153,VALUE  MANIFOLD SET VMG-2-R22B-03 W/OUT HOSE ( 40153 ),ZZ0,PC,0,,0.0000,,0.0000,1,64.00000000,"L0033,,,,,,,,,F0001",GRN-1-GAGAGUAGE-40153----------ST----------0.0000
GAGAGUAGE-410A-H,"3-WAY REFRIGERANT GAUGE SET FOR R134A /R404A, R12, R22, R502",ZZ0,SET,1,,0.0000,"REMARKS:
-MANIFOLD SET GAS GUAGE METER HIGH & LOW-404A WITH HOSE MODEL BM2M 2/6DS/CLIM (FEFCO) R22 (9884898)
(PICTURE ON RIGHT SIDE): ACCORDING TO SERVICE , THE QUALITY OF THE MODEL ABOVE FROM LION CITY IS NOT GOOD ENOUGH.
-ROTHENBERGER  2500001412 1705.53 RT 1705.53 MANIFOLD SET WITH HOSE (FAR EAST)",1.0000,1,240.00000000,"L0033,,,,,,,,,F0001,,,,,,,,,K0010,,,,,,,,,M0011","GRN-1-GAGAGUAGE-410A-H----------ST----------1.0000,,,,,,,,,GRN-1-GAGAGUAGE-410A-H----------TL----------0.0000,,,,,,,,,GRN-1-GAGAGUAGE-410A-H----------WD----------0.0000"
GAGAGUAGE-HOSE,MANIFOLD GAS GUAGE CHARGING HOSE R404A–3 COLOR(RED/YELLOW/BLUE)REFCO CCL-60 FT(9881276),ZZ0,SET,1,,0.0000,,2.0000,1,120.00000000,"L0033,,,,,,,,,K0010","GRN-1-GAGAGUAGE-HOSE----------ST----------1.0000,,,,,,,,,GRN-1-GAGAGUAGE-HOSE----------WD----------0.0000"
PIVAPU-VP165-S,VACCUM PUMP VE260N 3/4 HP 6CFM 220V 50/60 HZ - VALUE,ZZ0,PC,0,,0.0000,,0.0000,0,380.00000000,"L0033,,,,,,,,,O0010,,,,,,,,,U0022","GRN-1-PIVAPU-VP165-S----------ST----------0.0000,,,,,,,,,GRN-1-PIVAPU-VP165-S----------WD----------0.0000"
GDGIANBA-38X38X3MMX6M,GI ANGLE BAR  38 X 38 X 3MM  X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,32.00000000,L0034,GRN-1-GDGIANBA-38X38X3MMX6M----------ST----------0.0000
GDGIFLBA-38X6MMX6M,GI FLAT BAR 38.1 X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,0,8.50000000,L0034,GRN-1-GDGIFLBA-38X6MMX6M----------ST----------0.0000
GDGIHOSE-25X25X1.5MMX6MTR,GI HOLLOW SECTION 25 X 25 X 1.5MM,ZZ0,PC,0,,0.0000,,0.0000,1,64.00000000,L0034,GRN-1-GDGIHOSE-25X25X1.5MMX6MTR----------ST----------0.0000
GDGIHOSE-50X50X2.3MMX6M,GI HOLLOW SECTION 50 X 50 X 2.3MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,68.00000000,L0034,GRN-1-GDGIHOSE-50X50X2.3MMX6M----------ST----------0.0000
GDGIHOSE-50X75X6MMX6M,GI HOLLOW SECTION 50 X 75 X 6MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,184.00000000,L0034,GRN-1-GDGIHOSE-50X75X6MMX6M----------ST----------0.0000
GDGILICH-125X50X20X3MM,GI LIPPED CHANNEL 125 X 50 X 20 X 3MM X 6MTR (HOP DIP),ZZ0,PC,0,,0.0000,,0.0000,1,170.00000000,L0034,GRN-1-GDGILICH-125X50X20X3MM----------ST----------0.0000
MBMSANBA-100X6MM,MILD STEEL ANGLE BAR 4” X 6MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,108.00000000,L0034,GRN-1-MBMSANBA-100X6MM----------ST----------0.0000
MBMSANBA-50X50X5MM,MILD STEEL ANGLE BAR 50 X 50 X 5MM,ZZ0,PC,0,,0.0000,,0.0000,1,42.00000000,L0034,GRN-1-MBMSANBA-50X50X5MM----------ST----------0.0000
MBMSFLBA-38X3MM,MILD STEEL FLAT BAR 38 X 3MM,ZZ0,PC,0,,0.0000,,0.0000,1,12.00000000,L0034,GRN-1-MBMSFLBA-38X3MM----------ST----------0.0000
MBMSFLBA-50X4.5MM,MILD STEEL FLAT BAR 50 X 4.5MM,ZZ0,PC,0,,0.0000,,0.0000,1,23.00000000,L0034,GRN-1-MBMSFLBA-50X4.5MM----------ST----------0.0000
MBMSFLBA-75X25MMX6MTR,MILD STEEL FLAT BAR 75 X 25MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,200.00000000,L0034,GRN-1-MBMSFLBA-75X25MMX6MTR----------ST----------0.0000
MBMSLICH-150X65X20X3MMX6M,MILD STEEL LIPPED CHANNEL 150 X 65 X 20 X 3.0MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,92.00000000,L0034,GRN-1-MBMSLICH-150X65X20X3MMX6M----------ST----------0.0000
MBMSREHO-100X75X3MM,MILD STEEL RECT HOLLOW SECTION 100 X 75 X 3MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,99.00000000,L0034,GRN-1-MBMSREHO-100X75X3MM----------ST----------0.0000
MBMSSQHO-50X50X4.5MM,MILD STEEL SQUARE HOLLOW SECTION 50 X 50 X 4.5MM,ZZ0,PC,0,,0.0000,,0.0000,1,83.00000000,L0034,GRN-1-MBMSSQHO-50X50X4.5MM----------ST----------0.0000
MBMSCCH-50X100X4.5MM,MILD STEEL C CHANNEL 50 X 100 X 4.5MM OR 5.0MM,ZZ0,PC,0,,0.0000,,0.0000,1,136.00000000,"L0034,,,,,,,,,C0061,,,,,,,,,L0003",GRN-1-MBMSCCH-50X100X4.5MM----------ST----------0.0000
MBMSFLBA-25X6MM,MILD STEEL FLAT BAR 25 X 6MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,22.00000000,"L0034,,,,,,,,,H0029,,,,,,,,,H0038,,,,,,,,,L0003",GRN-1-MBMSFLBA-25X6MM----------ST----------0.0000
MBMSSQHO-38X38X3MM,MILD STEEL SQUARE HOLLOW SECTION 38 X 38 X 3MM  (BS4360-50B),ZZ0,PC,0,,0.0000,,0.0000,1,44.00000000,"L0034,,,,,,,,,H0029,,,,,,,,,L0003",GRN-1-MBMSSQHO-38X38X3MM----------ST----------0.0000
MBMSPL-4X8X3MM,MILD STEEL PLATE 4  X 8 X 3MM,ZZ0,PC,0,,0.0000,,0.0000,1,140.00000000,"L0034,,,,,,,,,H0029,,,,,,,,,L0003,,,,,,,,,H0038,,,,,,,,,C0061",GRN-1-MBMSPL-4X8X3MM----------ST----------0.0000
MBMSPL-4X8X10MM,MILD STEEL PLATE 4 X 8 X 10MM,ZZ0,PC,0,,0.0000,,0.0000,1,315.00000000,"L0034,,,,,,,,,H0038",GRN-1-MBMSPL-4X8X10MM----------ST----------0.0000
MBMSFLBA-38X6MM,MILD STEEL FLAT BAR 38 X 6MM,ZZ0,PC,0,,0.0000,,0.0000,1,32.00000000,"L0034,,,,,,,,,H0038,,,,,,,,,H0029,,,,,,,,,L0003,,,,,,,,,K0006,,,,,,,,,C0061",GRN-1-MBMSFLBA-38X6MM----------ST----------0.0000
MBMSCCH-25X50X3MM,MILD STEEL C CHANNEL 25 X 50 X 3MM OR 4MM,ZZ0,PC,0,,0.0000,,0.0000,1,62.00000000,"L0034,,,,,,,,,K0006,,,,,,,,,H0029,,,,,,,,,L0003,,,,,,,,,H0038,,,,,,,,,C0061",GRN-1-MBMSCCH-25X50X3MM----------ST----------0.0000
GDGICCH-100MMX50X6MMX6M,GI C CHANNEL 100 X 50 X 6MM OR 5MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,220.60000000,"L0034,,,,,,,,,K0006,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-GDGICCH-100MMX50X6MMX6M----------ST----------0.0000
GDGICCH-150X75X75X6MMX6M,GI C CHANNEL 150 X 75 X 6MM  OR 6.5MM X 6MTR ( HOT DIP ),ZZ0,PC,0,,0.0000,,0.0000,1,283.50000000,"L0034,,,,,,,,,L0003",GRN-1-GDGICCH-150X75X75X6MMX6M----------ST----------0.0000
GDGIHOSE-50X50X3MMX6MTR,GI HOLLOW SECTION 50 X 50 X 3MM (HOT DIP),ZZ0,PC,0,,0.0000,,0.0000,1,82.00000000,"L0034,,,,,,,,,L0003",GRN-1-GDGIHOSE-50X50X3MMX6MTR----------ST----------0.0000
MBMSANBA-25X25X2MM,MILD STEEL ANGLE BAR 25 X 25 X 2MM OR 2.5MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,44.00000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSANBA-25X25X2MM----------ST----------0.0000
MBMSANBA-50X50X4.5MM,MILD STEEL ANGLE BAR 50 X 50 X 4.5MM OR 5MM,ZZ0,PC,0,,0.0000,,0.0000,1,62.00000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSANBA-50X50X4.5MM----------ST----------0.0000
MBMSCCH-50X100X3.8MM,MILD STEEL C CHANNEL 50 X 100 X 3.8MM,ZZ0,PC,0,,0.0000,,0.0000,1,78.00000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSCCH-50X100X3.8MM----------ST----------0.0000
MBMSFLBA-30X9MM,MILD STEEL FLAT BAR 30 X 9MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,38.00000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSFLBA-30X9MM----------ST----------0.0000
MBMSFLBA-75X6MMX6M,MILD STEEL FLAT BAR 75 X 6MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,43.00000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSFLBA-75X6MMX6M----------ST----------0.0000
MBMSHOSE-38X38X3MMX6MTR,MILD STEEL HOLLOW SECTION 38.1 X 38.1 X 3MM,ZZ0,PC,0,,0.0000,,0.0000,1,45.00000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSHOSE-38X38X3MMX6MTR----------ST----------0.0000
MBMSPL-4X8X9MM,MILD STEEL PLATE 4 X 8 X 9MM,ZZ0,PC,0,,0.0000,,0.0000,1,330.75000000,"L0034,,,,,,,,,L0003",GRN-1-MBMSPL-4X8X9MM----------ST----------0.0000
MBMSANBA-50X50X3MM,MILD STEEL ANGLE BAR 50 X 50 X 3MM,ZZ0,PC,0,,0.0000,,0.0000,1,39.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSANBA-50X50X3MM----------ST----------0.0000
MBMSCCH-40X100X4MM,MILD STEEL C CHANNEL 40 X 100 X 4MM,ZZ0,PC,0,,0.0000,,0.0000,1,218.75000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSCCH-40X100X4MM----------ST----------0.0000
MBMSCCH-50X100X5MM,MILD STEEL C CHANNEL 100 X 50 X 5MM,ZZ0,PC,0,,0.0000,,0.0000,1,164.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSCCH-50X100X5MM----------ST----------0.0000
MBMSFLBA-38X12MM,MILD STEEL FLAT BAR 38.1 X 12MM,ZZ0,PC,0,,0.0000,,0.0000,1,60.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSFLBA-38X12MM----------ST----------0.0000
MBMSPL-4X8X6MM,MILD STEEL PLATE 4 X 8 X 6MM,ZZ0,PC,0,,0.0000,,0.0000,1,280.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSPL-4X8X6MM----------ST----------0.0000
MBMSSQHO-25X25X2.3MM,MILD STEEL SQUARE HOLLOW SECTION 25 X 25 X 2.3MM,ZZ0,PC,0,,0.0000,,0.0000,1,30.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSSQHO-25X25X2.3MM----------ST----------0.0000
GDGIFLBA-50X9MM,GI FLAT BAR 50 X 9MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,110.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,C0061,,,,,,,,,M0011",GRN-1-GDGIFLBA-50X9MM----------ST----------0.0000
GDGIANBA-25X25X3MMX6M,GI ANGLE BAR  25 X 25 X 3MM  X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,29.00000000,"L0034,,,,,,,,,L0003,,,,,,,,,H0038",GRN-1-GDGIANBA-25X25X3MMX6M----------ST----------0.0000
GDGICCH-100MMX50X3MMX6M,GI C CHANNEL 100 X 50 X 3.8MM X 6MTR,ZZ0,PC,0,,0.0000,,0.0000,1,118.00000000,"L0034,,,,,,,,,L00034",GRN-1-GDGICCH-100MMX50X3MMX6M----------ST----------0.0000
MBMSCCH-150X75X6.5MMX6MTR,MILD STEEL C CHANNEL 150 X 75 X 6.5MM X 6MTR ( NOT GALVANIZED ),ZZ0,PC,0,,0.0000,,0.0000,1,272.00000000,"L0034,,,,,,,,,M0011,,,,,,,,,S0012,,,,,,,,,L0003,,,,,,,,,C0061",GRN-1-MBMSCCH-150X75X6.5MMX6MTR----------ST----------0.0000
W3-9MMX4X8,WATERPROOF PLYWOOD WBP 4 X 8 X 12MM,ZZ0,PC,0,,0.0000,,0.0000,1,52.00000000,L0035,GRN-1-W3-9MMX4X8----------ST----------0.0000
CPCHWD-2X4X10FT,"CHENGAL WOOD 2"" X 4"" X 10FT ( 45MM X 95MM )",ZZ0,PC,0,,0.0000,,0.0000,1,140.00000000,"L0035,,,,,,,,,S0032",GRN-1-CPCHWD-2X4X10FT----------ST----------0.0000
CPCHWD-2X6X14FT,"CHENGAL WOOD  2"" X 6"" X 14FT",ZZ0,PC,0,,0.0000,,0.0000,1,308.00000000,"L0035,,,,,,,,,S0032",GRN-1-CPCHWD-2X6X14FT----------ST----------0.0000
CPCHWD-70MMX20MMX14FT,CHENGAL WOOD  70 X 20 X 14',ZZ0,PC,0,,0.0000,,0.0000,1,61.60000000,"L0035,,,,,,,,,S0032",GRN-1-CPCHWD-70MMX20MMX14FT----------ST----------0.0000
PAPLWO-4X8X15MM,MARINE PLYWOOD 4' X 8' X 15MM,ZZ0,PC,0,,0.0000,,0.0000,1,130.00000000,"L0035,,,,,,,,,S0032",GRN-1-PAPLWO-4X8X15MM----------ST----------0.0000
PAPLWO-4X8X20MM,MARINE PLYWOOD 4' X 8' X 18MM,ZZ0,PC,0,,0.0000,,0.0000,1,130.00000000,"L0035,,,,,,,,,S0032",GRN-1-PAPLWO-4X8X20MM----------ST----------0.0000
PAPLWO5.2MMX4X8,MARINE PLYWOOD 5.2MM ( 6MM ),ZZ0,PC,1,,5.0000,,30.0000,1,60.00000000,"L0035,,,,,,,,,S0032","GRN-1-PAPLWO5.2MMX4X8----------ST----------0.0000,,,,,,,,,GRN-1-PAPLWO5.2MMX4X8----------TL----------0.0000"
OBSTRIP-A,"PK#420BL (#420 BLUE CANVAS), 1.8 MTR X T0.5MM",ZZ0,METER,0,,0.0000,,0.0000,1,20.00000000,"L0036,,,,,,,,,T0120",GRN-1-OBSTRIP-A----------ST----------0.0000
CFCABR-6413,CARBON BRUSH  - CB-64 PART NO: 191627-8 (MAKITA 6413) (2PCS/SET),ZZ0,SET,0,,0.0000,,0.0000,1,7.40000000,L0037,GRN-1-CFCABR-6413----------ST----------0.0000
CFCABR-999021,CARBON BRUSH - HITACHI MODEL PDA-100 (# 999021) (2PCS/SET),ZZ0,SET,0,,0.0000,,0.0000,1,4.00000000,L0037,GRN-1-CFCABR-999021----------ST----------0.0000
DBDRBISDB,STEP DRILL BIT ( 4-30MM ),ZZ0,PC,0,,0.0000,,0.0000,1,100.00000000,L0037,GRN-1-DBDRBISDB----------ST----------0.0000
ED3612-4130241,MAKITA P/N 413024-1 BASE PLATE MODEL 3612 (PLUGE ROUTER),ZZ0,PC,0,,0.0000,,0.0000,1,16.80000000,L0037,GRN-1-ED3612-4130241----------ST----------0.0000
ED3612-4150700,MAKITA P/N 415070-0 KNOB ( L ) MODEL 3612  (PLUGE ROUTER),ZZ0,PC,0,,0.0000,,0.0000,1,15.30000000,L0037,GRN-1-ED3612-4150700----------ST----------0.0000
ED3612-4150718,MAKITA P/N 415071-8 KNOB ( R ) MODEL 3612 (PLUGE ROUTER),ZZ0,PC,0,,0.0000,,0.0000,1,13.80000000,L0037,GRN-1-ED3612-4150718----------ST----------0.0000
ED3612-9113688,"MAKITA P/N 911368-8 P.H. SCREW M6 X 45, MODEL 3612 (PLUGE ROUTER)",ZZ0,PC,0,,0.0000,,0.0000,1,0.76000000,L0037,GRN-1-ED3612-9113688----------ST----------0.0000
ED3612-9121126,MAKITA P/N 912112-6 COUNTERSUNK SCREW M4X10 10PK LF1000 MODEL 3612 (PLUGE ROUTER),ZZ0,PC,0,,0.0000,,0.0000,1,0.16000000,L0037,GRN-1-ED3612-9121126----------ST----------0.0000
ED6413-1882778,MAKITA P/N 188277-8 HOUSING SET ( MAKITA 6413 ),ZZ0,PC,0,,0.0000,,0.0000,1,23.40000000,L0037,GRN-1-ED6413-1882778----------ST----------0.0000
ED6413-2100305,MAKITA P/N 210030-5 BALL BEARING G27ZZ ( MAKITA 6413 ),ZZ0,PC,0,,0.0000,,0.0000,1,2.00000000,L0037,GRN-1-ED6413-2100305----------ST----------0.0000
ED6413-2110324,MAKITA P/N 211032-4 BALL BEARING 608ZZ ( MAKITA 6413 ),ZZ0,PC,0,,0.0000,,0.0000,1,10.50000000,L0037,GRN-1-ED6413-2110324----------ST----------0.0000
ED6413-2265787,MAKITA P/N 226578-7 HELICAL GEAR 35 ( MAKITA 6413 ),ZZ0,PC,0,,0.0000,,0.0000,1,15.00000000,L0037,GRN-1-ED6413-2265787----------ST----------0.0000
ED6413-5056993,MAKITA P/N 505699-3 ARMATURE ASSY 240V ( MAKITA 6413 ),ZZ0,PC,0,,0.0000,,0.0000,1,31.80000000,L0037,GRN-1-ED6413-5056993----------ST----------0.0000
ED6413-5936448,MAKITA P/N 593644-8 FILED ASSY 240V ( MAKITA 6413 ),ZZ0,PC,0,,0.0000,,0.0000,1,25.00000000,L0037,GRN-1-ED6413-5936448----------ST----------0.0000
EDANGR-S1M-FF-100A-35,ANGLE GRINDER S1M-FF-100A  LOCK NUT PART NO: 35 ( DONG CHENG),ZZ0,PC,0,,0.0000,,0.0000,1,6.00000000,L0037,GRN-1-EDANGR-S1M-FF-100A-35----------ST----------0.0000
EDANGR-S1M-FF-100A-36,ANGLE GRINDER S1M-FF-100A SPACER PART NO: 36 ( DONG CHENG),ZZ0,PC,0,,0.0000,,0.0000,1,4.00000000,L0037,GRN-1-EDANGR-S1M-FF-100A-36----------ST----------0.0000
EDBAC-GBM10RE,BOSCH AC HAND DRILL #GBM 10RE 230V WITH KEY CHUCK,ZZ0,UNIT,0,,0.0000,,0.0000,1,146.00000000,L0037,"GRN-1-EDBAC-GBM10RE----------ST----------0.0000,,,,,,,,,GRN-1-EDBAC-GBM10RE----------WD----------0.0000"
EDMACAD,CORDLESS ANGLE DRILL - MAKITA MODEL # DA331D,ZZ0,PC,0,,0.0000,"REMARKS:

15/12/2020 (JL )-CORDLESS ANGLE DRILL - MAKITA MODEL # DA391W has been discontinued and replace with model#  DA331D",0.0000,1,495.00000000,L0037,"GRN-1-EDMACAD----------ST----------0.0000,,,,,,,,,GRN-1-EDMACAD----------WD----------0.0000"
EDMAHEGE,MAKITA 9105 - HELICAL GEAR (P/N: 221126-7),ZZ0,PC,0,,0.0000,,0.0000,1,38.00000000,L0037,GRN-1-EDMAHEGE----------ST----------0.0000
EDMASP,MAKITA 9105- SPINDLE (P/N: 325119-7),ZZ0,PC,0,,0.0000,,0.0000,1,62.30000000,L0037,GRN-1-EDMASP----------ST----------0.0000
HBCISA-322-504,"HITACHI CIRCULAR SAW MODEL C7SF PART NO.322-504 	HOUSING ASS'Y - INCLUD.31,32",ZZ0,PC,0,,0.0000,,0.0000,1,83.54000000,L0037,GRN-1-HBCISA-322-504----------ST----------0.0000
HBCISA-5806,"MAKITA CIRCULAR SAW 71/4"" MODEL:5806B 230V",ZZ0,PC,0,,0.0000,,0.0000,1,245.00000000,L0037,GRN-1-HBCISA-5806----------ST----------0.0000
TBHI0000,HITACHI MITER SAW C15FB - SPARE PART NO- 360-065E : ARMATURE ASSY 220V-230V,ZZ0,SET,0,,0.0000,,0.0000,1,307.99000000,L0037,GRN-1-TBHI0000----------ST----------0.0000
TBHI0001,HITACHI MITER SAW C15FB - SPARE PART NO- 340-198H : STATOR ASSY 220V-230V,ZZ0,SET,0,,0.0000,,0.0000,1,204.66000000,L0037,GRN-1-TBHI0001----------ST----------0.0000
BADRBO-1814,BOSCH BATTERY CHARGER MODEL AL 1814 CV PROFESSIONAL,ZZ0,PC,0,,0.0000,,0.0000,1,120.00000000,"L0037,,,,,,,,,A0010",GRN-1-BADRBO-1814----------ST----------0.0000
DCDRCH-VTP18,DRILL CHUCK (ROHM) MODEL VTP-18 HITACHI,ZZ0,PC,0,,0.0000,,0.0000,1,16.00000000,"L0037,,,,,,,,,A0010",GRN-1-DCDRCH-VTP18----------ST----------0.0000
EDBCDR-GSR1440,BOSCH CORDLESS DRILL DRIVER – GSR185LI 18V,ZZ0,PC,0,,0.0000,"BOSCH CORDLESS DRILL DRIVER – GSR-1440-LI PROFESSIONAL 1-10MM 42-/1400RPM --- Replace by ---

BOSCH CORDLESS DRILL DRIVER – GSR180LI 18V

BOSCH CORDLESS DRILL DRIVER – GSR185LI 18V",0.0000,1,333.00000000,"L0037,,,,,,,,,A0010","GRN-1-EDBCDR-GSR1440----------ST----------0.0000,,,,,,,,,GRN-1-EDBCDR-GSR1440----------WD----------0.0000"
EDBCDR-MTR,BOSCH CORDLESS DRILL DRIVER – GSR-1440-LI PROFESSIONAL MOTOR,ZZ0,PC,0,,0.0000,,0.0000,1,90.00000000,"L0037,,,,,,,,,A0010,,,,,,,,,P0056,,,,,,,,,M0011",GRN-1-EDBCDR-MTR----------ST----------0.0000
ED3612-2110926,"MAKITA P/N 211092-6 BALL BEARING 629DDW, BO 4530 MODEL 3612",ZZ0,PC,0,,0.0000,,0.0000,1,15.40000000,"L0037,,,,,,,,,B0028",GRN-1-ED3612-2110926----------ST----------0.0000
EDMABSPO-9031,MAKITA BELT SANDING & POLISHING MODEL 9031,ZZ0,UNIT,0,,0.0000,,0.0000,1,472.50000000,"L0037,,,,,,,,,B0028",GRN-1-EDMABSPO-9031----------ST----------0.0000
EDDRCH-J1Z-FF-10A-GEAR,ELECTRIC DRILL – (J1Z-FF-10A) GEAR PART  Dongcheng (P/N#20140006) (Gear Part For DCA Angle Grinder),ZZ0,PC,0,,0.0000,,0.0000,1,14.00000000,"L0037,,,,,,,,,B0028,,,,,,,,,C0046,,,,,,,,,A0010",GRN-1-EDDRCH-J1Z-FF-10A-GEAR----------ST----------0.0000
DCDRCH-1-10MMW3/8N,DRILL CHUCK 1- 10MM C/W  3/8-24 NUT (HITACHI KOKI),ZZ0,PC,1,,0.0000,,5.0000,1,18.00000000,"L0037,,,,,,,,,C0046,,,,,,,,,A0010",GRN-1-DCDRCH-1-10MMW3/8N----------ST----------5.0000
TBLSHAPE-200,"TRY SQUARE  12"" (L SHAPE RULER)",ZZ0,PC,0,,0.0000,,0.0000,1,5.00000000,"L0037,,,,,,,,,C0046,,,,,,,,,S0003",GRN-1-TBLSHAPE-200----------ST----------0.0000
EDMASTGR-9105,MAKITA STRAIGHT GRINDER 125MM 5” MODEL 9105,ZZ0,UNIT,0,,0.0000,,0.0000,1,720.00000000,"L0037,,,,,,,,,M0013,,,,,,,,,S0003",GRN-1-EDMASTGR-9105----------ST----------0.0000
BABOSBA,BOSCH BATTERY 14.4V FOR GSR 1440-LI PROFESSIONAL,ZZ0,PC,0,,0.0000,,0.0000,1,150.00000000,"L0037,,,,,,,,,P0056,,,,,,,,,A0008",GRN-1-BABOSBA----------ST----------2.0000
G24P612,"GRACO KIT, LOWER CHECK BALLS 25/50CC ( LW050A )",ZZ0,SET,0,,0.0000,,0.0000,1,86.00000000,L0041,GRN-1-G24P612----------ST----------0.0000
G100896,"BUSHING 3/4"" M X 1/2"" F STEEL",ZZ0,PC,0,,0.0000,,0.0000,1,11.00000000,"L0041,,,,,,,,,S0041",GRN-1-G100896----------ST----------2.0000
G164846,"PACKING, O RING PTFE ( FOR MODEL 224349 )",ZZ0,PC,0,,0.0000,,0.0000,1,130.00000000,"L0041,,,,,,,,,S0041",GRN-1-G164846----------ST----------0.0000
G222015,PUMP DISPLACEMENT,ZZ0,PC,0,,0.0000,,0.0000,1,3087.00000000,"L0041,,,,,,,,,S0041",GRN-1-G222015----------ST----------0.0000
