code,country,name,phone,uen,account_manager,remark,credit_term,credit_limit,poc_first_name,poc_phone,poc_email,poc_title,address_address,address_unit_no,address_building_name,address_postal_code,address_phone
L0030,SINGAPORE,LAM CHUAN IMPORT EXPORT PTE LTD,63687779,197200190H,,,NET 30,,MR DESMOND PUA  H/P: 9663 1993,6368 6669,info@lamchuan.com,,"12 SUNGEI KADUT WAY
SINGAPORE 
", ,,,63687779
L0031,SINGAPORE,LIAN SIONG CORPORATION PTE LTD,6296 4550,,,,NET DUE,,Ms: Vivian,6392 1101 / 6296 4550,lsilicon@singnet.com.sg,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0032,SINGAPORE,LIAN EE HYDRAULICS PTE LTD,6296 4550,,,,NET DUE,,Ms: Vivian,6392 1101 / 6296 4550,lsilicon@singnet.com.sg,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0033,SINGAPORE,Lion City Refrigeration Parts Pte Ltd,6296 4550,,,,NET 30,,Mr. Elmo / Mr. Chan Kim Hung,,mailto:wtkang@singnet.com.sg,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0034,SINGAPORE,LIAN HOE HARDWARE PTE LTD,6296 4550,,,,NET 30,,Ms: Miki,62841090,miki@lianhoehw.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0035,SINGAPORE,LIM’S TIMBER TRADING COMPANY,6296 4550,,,,NET 30,,Mr.Lim,63681983,Limstimber,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0036,SINGAPORE,Lian Hong Canvas & Hardware Trading,6296 4550,,,,NET DUE,,MR LIM ,,,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0037,SINGAPORE,LSH INDUSTRIALS (S) PTE LTD,6296 4550,MX-0322935-AO,,,NET 15,,AH CHUA,6469 3604,sales@limsoonhoe.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0038,SINGAPORE,LIAN HUP RADIATOR,6296 4550,,,,NET DUE,,AH CHUA,6469 3604,sales@limsoonhoe.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0039,SINGAPORE,LS DISTRIBUTION PTE LTD,6296 4550,197401156G,,,NET DUE,,CHOO,9694 5675,lsdistribution@yahoo.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0040,SINGAPORE,LIANG SOON PAINTWORK SPECIALIST PTE LTD,6296 4550,200209959E,,,NET 30,,GRACE GOH,9105 6800,grace-goh@liangsoon.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0041,SINGAPORE,LESOON EQUIPMENT PTE LTD,6296 4550,199606777K,,,NET DUE,,Alvin Koh,,alvin.koh@lesoon.com.sg,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0042,SINGAPORE,LAI SPRINGS & METAL MFG PTE LTD,6296 4550,200905803C,,,NET DUE,,MR LAI ,6282 8415,laisprings@singnet.com.sg ,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0043,SINGAPORE,LIM KIM HAI ELECTRIC CO.(S) PTE LTD,6296 4550,197301744R,,,NET 30,,Stanley/Siew Mei,6490 5000,stanleychai@limkimhai.com.sg,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0044,SINGAPORE,LIAN ENG HARDWARE PTE LTD,6296 4550,198402576M,,,NET DUE,,DANIEL TAN,6294 4662,daniel@lianeng.com ,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0045,SINGAPORE,LASER ACE CABLE AND ACCESSORIES PTE LTD,6296 4550,199708118N,,,NET DUE,,LINDA GOH ,9825 6571 ,linda@aser-ace.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0046,SINGAPORE,LB ALUMINIUM BERHAD,6296 4550,138535-V,,,NET DUE,,KUAN,012-2920677/017-2411633,kuanjh@lbalum.com.my,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0047,SINGAPORE,LAERDAL SINGAPORE PTE LTD,6296 4550,200105344C,,,NET 30,,CHERYL TAN,62821912,cheryl.tan@laerdal.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0048,SINGAPORE,LI FONG HARDWARE ENTERPRISE,6296 4550,53000623E,,,NET DUE,,AH YIN,,,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0049,SINGAPORE,LABOURTEL MANAGEMENT CORPORATION PTE LTD,6296 4550,199602857N,,,NET 15,,AH YIN,,,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L0050,SINGAPORE,LED TAILOR OY,6296 4550,,,,NET DUE,,MICHEL SCHMIDT,+358447669100,info@ledtailor.com,,"633 VEERASANY ROAD
#01 - 120
SINGAPORE 200633
",120,,200633,6296 4550
L016,SINGAPORE,LEXBUILD AUTO & TRADING PTE LTD,6362 5236,200616456D,,,NET 30,,MR DERRICK POOI   H/P: 9146 6423,6362 3393,,,"74 SUNGEI KADUT STREET 1
SINGAPORE 729374
",,,729374,6362 5236
M0001,SINGAPORE,MEGA POWER ENGRG & TRADING,6482 3389 / 6747 5016/6747 5107(A/C),40869100W,,,NET 30,,Wilson,62523389,,,"39 GENTING ROAD
SINGAPORE 349485
",,,349485,6482 3389 / 6747 5016/6747 5107(A/C)
M0002,JAPAN,"MITSUBISHI HEAVY INDUSTRIES, LTD",3212-3111 TOKYO,,,,NET 120,,Wilson,62523389,,,"5-1 MARUNOUCHI 2 CHOME, CHIYODA-KU
 
TOKYO JAPAN
",,,,3212-3111 TOKYO
M0003,SINGAPORE,MAXEL ENGRG,4830586,47421600D,,,NET 30,,Wilson,62523389,,,"5022 ANG MO KIO INDUSTRIAL PARK 2,
# 02 - 09
SINGAPORE 569525",09,,569525,4830586
M0004,SINGAPORE,MOH SENG HARDWARE & ENGRG PTE LTD,6748 9606,197601423G,,,NET 30,,PETER,6748 9606,msh898@singnet.com.sg,,"17 KALLANG WAY 4 ,KALLANG BASIN INDUSTRIAL ESTATE
SINGAPORE 349076
",,,349076,6748 9606
M0005,SINGAPORE,MARKWELL ENGRG. & SERVICES,2685253,47315000W,,,NET 30,,PETER,6748 9606,msh898@singnet.com.sg,,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE 628457",,,628457,2685253
M0006,MALAYSIA,M. R. U. SDN BHD,0203-89422288,,,,NET 30,,M/S: Kirstie,03-8942 2288 6749,mru mru,,"29 JLN DESA SERDANG 4
#  -  
SERDANG LAMA  43300
SELANGOR MALAYSIA
", ,,43300,0203-89422288
M0010,SINGAPORE,MIKE LIM,,,,,NET 30,,M/S: Kirstie,03-8942 2288 6749,mru mru,,SINGAPORE ,,,,
M0011,SINGAPORE,MISC,,,,,NET DUE,,M/S: Kirstie,03-8942 2288 6749,mru mru,," MISC
SINGAPORE 
",,,,
M0012,SINGAPORE,MAC-VIN RUBBER PTE LTD,6743 5565,200208545N,,,NET 30,,Mr. Marc Teo/Dennis/Vincent,67435565/97573755,mac_vin@singnet.com.sg ,,"119 KAKI BUKIT AVENUE 1, SHUN LI INDUSTRIAL PARK
#  -  
SINGAPORE 415994
", ,,415994,6743 5565
M0013,SINGAPORE,MASS TECHNOLOGIES PTE LTD,6763 4600,199002915N,,,NET 30,,Mr. Kelvin,67634600,kelvin@masstech.com.sg,,"7 BUKIT BATOK ST 22
SINGAPORE 659584
",,,659584,6763 4600
M0014,UNITED STATES,MISCELLANEOUS SUPPLIER,,,,,NET DUE,,Mr. Kelvin,67634600,kelvin@masstech.com.sg,," ..
 .
 UNITED STATES
",,,.,
M0015,SINGAPORE,DANOX WELDING PTE LTD,6756 2801,200201798E,,,NET 30,,EDDIE KOH    H/P: 9003 1803,6756 2801,sales@danoxwelding.com,,"6 MARSILING IND ESTATE ROAD 1
#01 - 14
SINGAPORE 739275
",14,,739275,6756 2801
M0016,SINGAPORE,MOTOREXPRESS AUTOMOTIVE PTE LTD,6747 8162,200008096H,,,NET 30,,EDDIE KOH    H/P: 9003 1803,6756 2801,sales@danoxwelding.com,,"1085 EUNOS AVE 7A
# 01
SINGAPORE 409535",,,409535,6747 8162
M0017,SINGAPORE,MONZONE AIR-CONDITIONING PTE LTD,6365 1315,200102928W,,,NET DUE,,NANDAR,6365 1315,nandar_hlaing@monzone-aircon.com,,"41 SENOKO DRIVE,
SINGAPORE 758249
",,,758249,6365 1315
M0018,SINGAPORE,MASCOT ENGINEERING PTE LTD,93825599,198200241R,,,NET 30,,NANDAR,6365 1315,nandar_hlaing@monzone-aircon.com,,"628 BUKIT BATOK CENTRAL,
# 03
SINGAPORE 650628",,,650628,93825599
M0019,SINGAPORE,MOPI PRIVATE LIMITED,6742 5677 (O) / 8100 3843 (HP),197801919Z,,,NET 30,,NANDAR,6365 1315,nandar_hlaing@monzone-aircon.com,,"223 UBI AVENUE 4 , (INTREPID WAREHOUSE COMPLEX)
SINGAPORE 408813", ,,408813,6742 5677 (O) / 8100 3843 (HP)
M0020,SINGAPORE,METALIS PTE LTD,6266 7555,199205491R,,,NET DUE,,L K Wong ,6266 7555,lkwong@metalis.com.sg ,,"1020 TAI SENG AVE
SINGAPORE 534416
",,,534416,6266 7555
M0021,SINGAPORE,MICOOL ENGINEERING PTE LTD,6746 0200,199200913G,,,NET 30,,L K Wong ,6266 7555,lkwong@metalis.com.sg ,,"50 UBI CRESCENT ,  
# 01 
UBI TECHPARK  
SINGAPORE 408568",,,408568,6746 0200
M0022,SINGAPORE,MACKLIN PTE LTD,63872298,200405373Z,,,NET 30,,L K Wong ,6266 7555,lkwong@metalis.com.sg ,,"3018 BEDOK NORTH ST. 5 ,  
# 03 - 04 
EASTLINK   
SINGAPORE ",04 ,,,63872298
M0023,SINGAPORE,M METAL PTE LTD,6898 9637,200711220M,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,," NO. 9 TUAS, AVENUE 2
SINGAPORE 639449
",,,639449,6898 9637
M0024,PHILLIPPINES,MAXIM PHIL ASSEMBLY CORPORATION,408-737-7600,,,,NET DUE,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,," BRGY JAVALERA, GENERAL TRIAS
#  -  
GATEWAY EXPORT PROCESSING ZONE 4107
CAVITE PHILLIPPINES
", ,,4107,408-737-7600
M0025,SINGAPORE,MENG DESIGN & BUILD,,26325700B,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"502 JURONG WEST AVE 1
# 01
SINGAPORE 640502",,,640502,
M0026,SINGAPORE,MEDIARING COMMUNICATIONS PTE LTD,,199905172D,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"152 GLOBAL INNOVATION CENTRE ,UBI AVENUE 4
SINGAPORE 408828
",,,408828,
M0027,SINGAPORE,MANAGEMENT CORPORATION STRATE TITLE PLAN NO.2757,6752 4256,,,,NET DUE,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"10 ADMIRALTY STREET,
NORTHLINK BUILDING
#01 - 91
SINGAPORE 757695
",91,,757695,6752 4256
M0028,SINGAPORE,MASTER CAR SPRAY SERVICE,9856 8137,53024728C,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"28 JALAN TUKANG, JURONG
SINGAPORE 619262",,,619262,9856 8137
M0029,MALAYSIA,MS SITZE ENTERPRISE,,,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"6 JALAN SILAT GAYONG 16, BANDAR SELESA JAYA,
SKUDAI JOHOR BAHRU
MALAYSIA 81300", ,,81300,
M0030,SINGAPORE,MING HOE SHIPPING & TRANSPORT AGENCY PTE LTD,6297 2816,198305010D,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"100 JALAN SULTAN ,     
# 08 - 06
SULTAN PLAZA,  
SINGAPORE 199001",06,,199001,6297 2816
M0031,SINGAPORE,MARSHALL CAVENDISH BUSINESS INFORMATION P/L,6213 9300,197301589M,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,," TIME CENTRE,1NEW INDUSTRIAL ROAD
SINGAPORE 536196
",,,536196,6213 9300
M0032,USA,"MICRODAQ.COM,LTD",877 275 9606/ 603 746 5524,,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"879 MAPLE STREET, P.O.BOX 439,
#  -  
CONTOOCOOK 
 USA
", ,,,877 275 9606/ 603 746 5524
M0033,SINGAPORE,MULTI HARDWARE & STATIONERY PTE LTD,6564 6116,198803311D,,,NET 30,,MS ANN,6898 9637  mobile :97112976,ann_tien@MMetal.com.sg,,"326 JURONG EAST ST 31
# 01
SINGAPORE 600326",,,600326,6564 6116
M0034,SINGAPORE,MIRACON SINGAPORE PTE LTD,6280 9632,199704550K,,,NET DUE,,Jenny,,admin2@miracon.com.sg,,"362 UPPER PAYA LEBAR ROAD ,  DA JIN FACTORY BUILDING
#05 - 16
SINGAPORE 534963
",16,,534963,6280 9632
M0035,SINGAPORE,MECTECH INDUSTRIAL SUPPLIER & ENG. PTE LTD,6261 1307,,,,NET DUE,,MR NICK CHUA   H/P: 9146 0953,6261 1953 / 6261 1307,mectechsales@marencoks.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0036,SINGAPORE,MAYFAIR AUTO TRADING,6261 1307,,,,NET DUE,,MR NICK CHUA   H/P: 9146 0953,6261 1953 / 6261 1307,mectechsales@marencoks.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0037,SINGAPORE,MARCHEM ENGINEERING PTE LTD,6261 1307,,,,NET DUE,,MR NICK CHUA   H/P: 9146 0953,6261 1953 / 6261 1307,mectechsales@marencoks.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0038,SINGAPORE,MEIKO BLDG MATERIALS SUPPLIER (S) PTE LTD,6261 1307,,,,NET DUE,,MR NICK CHUA   H/P: 9146 0953,6261 1953 / 6261 1307,mectechsales@marencoks.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0039,SINGAPORE,MEGAFAB ENGINEERING PTE LTD,6261 1307,,,,NET DUE,,Vivian Xia ,68981055,vivianxia@mrgafabengrg.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0040,SINGAPORE,MACK MARINE PTE LTD,6261 1307,,,,NET DUE,,MR ABD JAMAL AHMAD ,6250 1061,abdul_jamal@mackmarine.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0041,SINGAPORE,MSH ENGINEERING PTE LTD,6261 1307,201300533W,,,NET DUE,,MR PATRICK TAN/CHRISTOPHER,6749 8101/9368 2347 ,sales@msh.com.sg,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0042,SINGAPORE,MEASURITE PTE LTD,6261 1307,,,,NET 30,,MR PATRICK TAN/CHRISTOPHER,6749 8101/9368 2347 ,sales@msh.com.sg,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0043,SINGAPORE,METTO ELECTRONIC SERVICE PTE LTD,6261 1307,200005343G,,,NET 30,,WILLIAN ANG ,9777 9332,metto@singnet.com.sg ,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0044,SINGAPORE,MODE DESIGN & RENOVATION,6261 1307,53240029A,,,NET 30,,ARI,8651 4548 /8245 7971,Nazarinawai@gmail.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0045,SINGAPORE,MECHNUM PTE LTD,6261 1307,,,,NET 30,,KEN ONG,9653 6566 ,sales@mechnum.com.sg ,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0046,SINGAPORE,MICROSIGN GRAPHICS,6261 1307,52913325c,,,NET DUE,,LOY JONG KEE,9739 6998,bernardloy@singnet.com.sg,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0047,SINGAPORE,MOBILITY NETWORKS (HOLDINGS) LTD,6261 1307,,,,NET 30,,MIKE SIMMONDS,+44 1227 505022 ,mike@mobilitynetworksgroup.com/rebecca@mobilitynetworksgroup.com ,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0048,SINGAPORE,MITUTOYO ASIA PACIFIC PTE LTD,6261 1307,197800892N,,,NET 30,,CHIN KOK LEONG,9298 1445,CHIN_KOK_LEONG@MITUTOYO.COM.SG,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0049,SINGAPORE,M1 LIMITED,6261 1307,199206031W,,,NET DUE,,CHIN KOK LEONG,9298 1445,CHIN_KOK_LEONG@MITUTOYO.COM.SG,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0050,SINGAPORE,RBS RAVAGO INSAAT YALITIM URUNLERI A.S.,6261 1307,,,,NET 45,,GOKHUN KURT,+905555797849,g.kurt@mardav.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0051,SINGAPORE,MTC SERVICE MACHINERY,6261 1307,53395841E,,,NET DUE,,GOKHUN KURT,+905555797849,g.kurt@mardav.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0052,SINGAPORE,MOH SENG RUBBER INDUSTRIES PTE LTD,6261 1307,197302413Z,,,NET 30,,SHERRY TAN,,ENQUIRY@MOHSENG.COM.SG,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0053,SINGAPORE,MISUMI SOUTH EAST ASIA PTE LTD,6261 1307,199400663N,,,NET 30,,SHERRY TAN,,ENQUIRY@MOHSENG.COM.SG,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0054,SINGAPORE,MERSTAR INTERNATIONAL (S) PTE LTD,6261 1307,198901368N,,,NET 30,,SHERRY TAN,,ENQUIRY@MOHSENG.COM.SG,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0055,SINGAPORE,"MOUSER ELECTRIONICS, INC.",6261 1307,M90375385R,,,NET 30,,RYNNA GOH,,rynna.goh@mouser.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
M0056,SINGAPORE,MITSUBISHI LOGISTICS SINGAPORE PTE. LTD.,6261 1307,,,,NET 30,,RYNNA GOH,,rynna.goh@mouser.com,,"14 KIAN TECH WAY
SINGAPORE 628737
",,,628737,6261 1307
N0001,SINGAPORE,NGEE HENG FRAME MAKER, 3650878/9,21602000W,,,NET 30,,RYNNA GOH,,rynna.goh@mouser.com,,"28 SUNGEI KADUT ST 2,
SINGAPORE 729241",,,729241, 3650878/9
N0002,SINGAPORE,NICHICON (S) PTE LTD,4815641,197802439H,,,NET 30,,RYNNA GOH,,rynna.goh@mouser.com,,"6 ANG MO KIO INDUSTRIAL PARK 2,
SINGAPORE 569499",,,569499,4815641
N0003,SINGAPORE,NEW PROSPERITY ELECTRICAL PTE LTD,6264 1100,197000890D,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"25 PIONEER ROAD NORTH
#01 - 126/127
SINGAPORE 628469
",126/127,,628469,6264 1100
N0004,SINGAPORE,NICHIYU SINGAPORE PTE LTD.,6863 3263,199407939Z,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"6 TUAS AVENUE 1
SINGAPORE 639491",,,639491,6863 3263
N0005,SINGAPORE,NIU MATICS INDUSTRIAL SUPPLIES (S) PTE LTD,6314 1815,200302571N,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"63 HILLVIEW AVENUE ,   
# 08 - 05A
LAM SOON IND BLDG  
SINGAPORE 669569",05A,,669569,6314 1815
N0006,TURKEY,NEVPA ALU.PLS.OTO.KAR.EKIP.SAN. TIC. LTD.STI.,+90 216 911 50 50,,,,NET DUE,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,," BOSB TEM YAN YOL BATI CAD. NO:2/4
TUZLA 34953
ISTANBUL TURKEY
",,,34953,+90 216 911 50 50
N0007,FRANCE,NIDAPLAST,33-0-3-2744-72-00,,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"RUE PAUL VAILLANT COUTURIER - F
THIANT
FRANCE 59224",,,59224,33-0-3-2744-72-00
N0008,SINGAPORE,NATURE BAKERY,6425 5028,53044535B,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"345 JURONG EAST ST 31
# 01
SINGAPORE 600345",,,600345,6425 5028
N0009,SINGAPORE,NIPPON PAINT (S) CO PTE LTD**,62991318,196200138N,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"1 FIRST LOK YANG ROAD,
#  -  
SINGAPORE 629728
", ,,629728,62991318
N0010,SINGAPORE,NG WAH HONG ENTERPRISES PTE LTD,6487 1491,199902575E,,,NET 30,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"52 DEFU LANE 9
SINGAPORE 539292", ,,539292,6487 1491
N0011,SINGAPORE,NAM HUAT AUTO ACCESSORIES,6565 8956 / 6566 2080,,,,NET DUE,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0012,SINGAPORE,NEXCO ENTERPRISE,6565 8956 / 6566 2080,,,,NET DUE,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0013,SINGAPORE,NEE SOON BATTERY SERVICE,6565 8956 / 6566 2080,,,,NET DUE,,Diana Liow,6264 1100 ,diana.liow@npe.sg ,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0014,SINGAPORE,New Look Products,6565 8956 / 6566 2080,,,,NET DUE,,Attn. Mr. Koh Nguan Song,,,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0015,SINGAPORE,NV GRAPHICS,6565 8956 / 6566 2080,,,,NET DUE,,Ms Nice Leong ,6265 1183,mabel@nvgraphics.com.sg,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0016,SINGAPORE,NIPPON EXPRESS (SINGAPORE) PTE LTD,6565 8956 / 6566 2080,,,,NET DUE,,Ms Nice Leong ,6265 1183,mabel@nvgraphics.com.sg,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0017,SINGAPORE,NORMAL STAINLESS STEEL PTE LTD,6565 8956 / 6566 2080,201011755W,,,NET DUE,,BENSON LUO,9678 6421,admin@normal.com.sg,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0018,SINGAPORE,NSK BAUSTOFFE (S) PTE LTD,6565 8956 / 6566 2080,199903080G,,,NET 30,,PATRICK NEO,9819 7684,nsk@nskbaustoffe.com.sg,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0019,SINGAPORE,NEXUS PRECISION (S) PTE LTD,6565 8956 / 6566 2080,199401445W,,,NET 30,,CHONG,9679 4101,CHONG@NEXUSPRECISION.COM.SG,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
N0020,SINGAPORE,NMI SAFETY SYSTEMS LTD,6565 8956 / 6566 2080,,,,NET DUE,,MR ILAN ALFASSA,+44 (0) 20 8801 5339 / 5512,ILAN@NMISAFETY.COM,,"JURONG EAST STREET 13,
# 01
SINGAPORE ",,,,6565 8956 / 6566 2080
O0001,JAPAN,"OSAKA SHOJI KAISHA, LTD",00181662656511,,,,NET 30,,MR ILAN ALFASSA,+44 (0) 20 8801 5339 / 5512,ILAN@NMISAFETY.COM,,"Bingomachi,3-chome,Chuo-ku , Sho-ho Bldg.,
OSAKA
JAPAN ", ,,,00181662656511
O0002,FINLAND,OY PARABUS LTD,358-2-4366000,,,,NET 30,,MR ILAN ALFASSA,+44 (0) 20 8801 5339 / 5512,ILAN@NMISAFETY.COM,,"9 TERASKATU 
RAISIO
FINLAND 21200", ,,21200,358-2-4366000
O0003,,OMNISTOR ACCESSORIES NV,,,,,NET 30,,MR ILAN ALFASSA,+44 (0) 20 8801 5339 / 5512,ILAN@NMISAFETY.COM,," 
 
 
",,,,
O0004,SINGAPORE,01 COMPUTER SYSTEM PTE LTD,68720101,198902113D,,,NET 30,,MR ILAN ALFASSA,+44 (0) 20 8801 5339 / 5512,ILAN@NMISAFETY.COM,,"196 PANDAN LOOP,  
# 05 - 01
PANTECH IND. COMPLEX,   
SINGAPORE 128384",01,,128384,68720101
O0005,SINGAPORE,O.E. MANUFACTURING PTE LTD,6863 2155 H/P : 9850 7255,199609177M,,,NET 30,,MR ILAN ALFASSA,+44 (0) 20 8801 5339 / 5512,ILAN@NMISAFETY.COM,,"159 PIONEER ROAD
SINGAPORE 639603",,,639603,6863 2155 H/P : 9850 7255
O0006,SINGAPORE,SINGAPORE ORIENTAL MOTOR PTE LTD,6745 9405,198204481C,,,NET DUE,,Hui Fang ,,huifang@orientalmotor.com.sg ,,"2 31 KAKI BUKIT ROAD 3
#04 - 02/04
SINGAPORE 417818
",02/04,,417818,6745 9405
O0007,SINGAPORE,OEM AUTOMOTIVE PTE LTD,68585522,199707500R,,,NET 30,,MR KENN /MR THOMAS ,6858 5522,sales@oemonline.com.sg ,,"50 TAGORE LANE
#03 - 05
SINGAPORE 787494
",05,,787494,68585522
O0008,SINGAPORE,ONG BOON KWEE AUTO TRADING PTE LTD,"6755 7636,6755 7702",200201669D,,,NET 30,,MR KENN /MR THOMAS ,6858 5522,sales@oemonline.com.sg ,,"52 WOODLANDS INDUSTRIAL PARK E7,
SINGAPORE 757825",,,757825,"6755 7636,6755 7702"
O0009,SINGAPORE,OVERSEA UNION MOTOR ACCESSORIES CO,6294 9323,,,,NET DUE,,MR KENN /MR THOMAS ,6858 5522,sales@oemonline.com.sg ,,"3 BEACH ROAD,
#01 - 4859
SINGAPORE 190003
",4859,,190003,6294 9323
O0010,SINGAPORE,OBE PTE. LTD.,6294 9323,,,,NET DUE,,M/s: Chua,67422171,obexport@gmail.com,,"3 BEACH ROAD,
#01 - 4859
SINGAPORE 190003
",4859,,190003,6294 9323
O0011,SINGAPORE,ORANGECHEM PTE LTD,6294 9323,,,,NET 30,,MR ALAN SOH ,6405 0306,alansoh@orangechem.com,,"3 BEACH ROAD,
#01 - 4859
SINGAPORE 190003
",4859,,190003,6294 9323
O0012,SINGAPORE,"ONET INTERNATIONAL Co., Ltd.",6294 9323,,,,NET DUE,,MR ALAN SOH ,6405 0306,alansoh@orangechem.com,,"3 BEACH ROAD,
#01 - 4859
SINGAPORE 190003
",4859,,190003,6294 9323
O0013,SINGAPORE,OMARK WORLDWIDE (S) PTE LTD,6294 9323,,,,NET DUE,,STEVEN ONG/PEI YEE ,6543 9714 ,omark_sg@yahoo.com.sg /contact@omarkworldwide.com ,,"3 BEACH ROAD,
#01 - 4859
SINGAPORE 190003
",4859,,190003,6294 9323
