code,name,country,phone,uen,customer_type,address_location,address_unit_no,address_postal_code,address_office_number,poc_first_name,poc_last_name,email,credit_term
F0114,FAIRBANKS PTE LTD,SINGAPORE,62662808,200612279G,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
F0115,FOOD YO PTE LTD,SINGAPORE,62662808,201431455E,Fleet Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
F0116,FOCUS NETWORK AGENCIES (S) PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
F0117,FREIDLY & SONS PTE LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0001,GOLDBELL ENGINEERING PTE LTD,SINGAPORE,62662808,198003963G,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0002,GOLDEN FRIENDLY CONTRACTORS,SINGAPORE,62662808,09123200K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0003,GUAN POH GOURMET PTE LTD,SINGAPORE,62662808,199403036K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0004,GTS COACH PTE LTD,SINGAPORE,62662808,198904493C,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0005,GOLDBELL LEASING PTE LTD,SINGAPORE,62662808,199001196N,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0006,GOLD CHIC POULTRY SUPPLY PTE LTD,SINGAPORE,62662808,198803696D,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0007,GOLDEN BRIDGE FOODS MANUFACTURING PTE LTD,SINGAPORE,62662808,199305042H,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0008,GAN TECK KAR INVESTMENTS PTE LTD,SINGAPORE,62662808,199002368D,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0009,GAI HIN MANUFACTURING SDN. BHD.,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0010,GREENWORLD SDN. BHD.,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0011,GOLE FOODSTUFF PTE LTD,SINGAPORE,62662808,198904169E,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0012,GOH HOCK KEE MOTOR SDN BHD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0013,GRANDCITY FOOD SUPPLIES PTE LTD,SINGAPORE,62662808,199403715R,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0014,GOH ENG LOK TRANSPORT & WAREHOSING (S) P/L,SINGAPORE,62662808,199203032Z,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0015,GAW & GAW POULTRY FARM PRODUCTS MARKETING SUPPLIER,SINGAPORE,62662808,37467200L,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0016,GAO JI FOOD (S) PTE LTD,SINGAPORE,62662808,199403084M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0017,GANG BAO SHI EATING HOUSE,SINGAPORE,62662808,53179162M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0018,GARDENIA FOODS (S) PTE LTD,SINGAPORE,62662808,197801714R,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0019,GIM TIN HEONG,SINGAPORE,62662808,28563000L,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0020,GOH POH CHOON,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0021,GOLDIN ENTERPRISE PTE LTD,SINGAPORE,62662808,198402408K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0022,GHK AUTO ASSEMBLY SDN BHD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0023,GREEN FOODS SUPPLY,SINGAPORE,62662808,52960244W,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0024,GOH & LEE FOODSTUFF PTE LTD,SINGAPORE,62662808,200500043Z,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0025,GIVAUDAN SINGAPORE PTE LTD,SINGAPORE,62662808,199203755D,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0026,GOLDEN FRIENDLY CONTRACTORS,SINGAPORE,62662808,09123200K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0027,GTS COACH PTE LTD,SINGAPORE,62662808,198904493C,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0028,GOODMAN ENVIRONMENTAL PTE LTD,SINGAPORE,62662808,199703042K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0029,GOLDEN GLORY FOOD INDUSTRIES PTE LTD,SINGAPORE,62662808,200003459G,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0030,GOLD COLD TRANSPORT SDN BHD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0031,GRANDEUR CHOICE FOOD PROCESSING PTE LTD,SINGAPORE,62662808,200405914C,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET DUE
G0032,GOURMET CUISINE PTE LTD,SINGAPORE,62662808,200407506E,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",0,619862,,JENNY,,,NET 30
G0033,GUAN HONG ICE SUPPLIER,SINGAPORE,98551222/65587147,T06LL0213A,,"28 TUAS AVENUE 12
SINGAPORE 
SINGAPORE 639043",,639043,,JENNY,,,NET DUE
G0034,GOLDEN ISLAND FOOD PTE LTD,SINGAPORE,98551222/65587147,200410163N,Individual Owner,"28 TUAS AVENUE 12
SINGAPORE 
SINGAPORE 639043",,639043,,JENNY,,,NET 30
G0035,GELATERIA VENEZIA,SINGAPORE,98551222/65587147,52877238D,Individual Owner,"28 TUAS AVENUE 12
SINGAPORE 
SINGAPORE 639043",,639043,,JENNY,,,NET DUE
G0036,GOLD PLUS CONSTRUCTION PTE LTD,SINGAPORE,98551222/65587147,200806335C,Individual Owner,"28 TUAS AVENUE 12
SINGAPORE 
SINGAPORE 639043",,639043,,JENNY,,,NET DUE
G0037,GREAT WAYS SERVICES,SINGAPORE,98551222/65587147,201015915C,Individual Owner,"28 TUAS AVENUE 12
SINGAPORE 
SINGAPORE 639043",,639043,,JENNY,,,NET DUE
G0038,GOODWOOD PARK HOTEL PRIVATE LIMITED,SINGAPORE,6737 7411 / 6730 1854 DID,194700135H,Individual Owner,"22 SCOTTS ROAD
SINGAPORE 228221
",,228221,,JENNY,,,NET 30
G0039,GLAXO WELLCOME MANUFACTURING PTE LTD,SINGAPORE,6737 7411 / 6730 1854 DID,199101682N,Individual Owner,"22 SCOTTS ROAD
SINGAPORE 228221
",,228221,,JENNY,,,NET 30
G0040,GEORGE KEEN LEE EQUIPMENT PTE LTD,SINGAPORE,67767060,197500166G,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0041,GEOLAB SERVICES PTE LTD,SINGAPORE,67767060,200717972W,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0042,G.V MEAT DISTRIBUTORS,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0043,GRAFFEO COFFEE ROASTING CO. ASIA PACIFIC PTE. LTD.,SINGAPORE,67767060,,Distributor,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0044,GUNA PRATAMA REFRIGERATED TRANSPORT SERVICE,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0045,GREENLAND TECHNOLOGY PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0046,GIRIN PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0047,GASTROSPRINT,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0048,GPS MARINE ( IMP & EXP ) CO P/L,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0049,GINI TAN WAI KUEN,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0050,G & C GENERAL CONTRACTORS PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0051,GRANDSEA PTE LIMITED,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0052,GLOBAL ADVANCE LEASING,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0053,GUSTO NAPOLI,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0054,GUANG TAI ENGINEERING PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0055,GUAN YIAC ENGINEERING PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0056,GF MOTOR TRADING ENTERPRISE,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0057,GOODCHOICE TRADING,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0058,GUSTTIMO WORLD PTE LTD,SINGAPORE,67767060,200106360Z,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0059,GUTHRIE FMC PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0060,GELATO SPECIALISTS TRADING & CONSULTING PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0061,GEE SHENG MACHINERY & ENGINEERING PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0062,GANA TRADING PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0063,GOLDEN HILL ORCHID,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0064,GELATERIA ITALIA,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0065,GIFT ENVIRONMENTAL SERVICES PTE. LTD.,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0066,GEE SHENG MACHINERY & ENGRG PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0067,GUZMAN Y GOMEZ MEXICAN TAQUERIA,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0068,GOH YEOW SENG,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0069,GOURMET READY PTE LTD,SINGAPORE,67767060,200814644M,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0070,GATES LOGISTICS SVC (PTE LTD),SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0071,GFS GLOBAL LOGISTICS PTE LTD,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0072,GOODCROP PTE LTD,SINGAPORE,67767060,200105611N,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0073,GOLDEN HORN PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0074,GLAZIER GLASS SPECIALIST,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0075,GREENWOOD FISH MARKET & BISTRO,SINGAPORE,67767060,53043315W,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0076,GOURMET CHEFS PTE LTD,SINGAPORE,67767060,201531796N,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0077,GROCER@EMPRESS PTE LTD,SINGAPORE,67767060,201543933E,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0078,GL FOOD SUPPLIES PTE LTD,SINGAPORE,67767060,201623756C,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0079,GLIFE TECHNOLOGIES PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0080,GREEN4LIFE PTE LTD,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0081,GOLD AUTOWORKS PTE LTD,SINGAPORE,67767060,201716329M,Service Workshop,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0082,GEE HO SENG TRANSPORT / WASTE PAPER DEALER,SINGAPORE,67767060,,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0083,GRAND OCEAN FOODS PTE LTD,SINGAPORE,67767060,201210580D,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0084,G&B EXPRESS,SINGAPORE,67767060,53361311J,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0085,GO REGIONAL TRADING IMPORT AND EXPORT PTE LTD,SINGAPORE,67767060,199801222E,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0086,GOURMETZ PTE LTD,SINGAPORE,67767060,201631121G,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0087,GIN THYE,SINGAPORE,67767060,53388211K,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0088,GALAXY LOGISTICS PTE LTD,SINGAPORE,67767060,199802446Z,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0089,GREENWOOD FISH MARKET,SINGAPORE,67767060,53370634C,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0090,GROWTHWELL SINGAPORE PTE LTD,SINGAPORE,67767060,,Distributor,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0091,GREEN OLIVE GROUP PTE LTD,SINGAPORE,67767060,,Distributor,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0092,GLENEAGLES HOSPITAL,SINGAPORE,67767060,53029036K,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0093,GREEN-TECH EGG INDUSTRIES PTE. LTD,SINGAPORE,67767060,,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0094,GOURMET SUPPLIES PTE LTD,SINGAPORE,67767060,,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
G0095,GOH NAM HENG PTE. LTD.,SINGAPORE,67767060,201111939H,Fleet Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
H0001,HUA KUN TRADING,SINGAPORE,67767060,37666300J,Distributor,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET 30
H0002,HOE HENG TRUCK'S CARGO-BOX BODY SUB-CONTRACT CO.,SINGAPORE,67767060,25761400A,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
H0003,HATON FOOD INDUSTRIES PTE LTD,SINGAPORE,67767060,198104256E,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET 30
H0004,HEAT & EAT,SINGAPORE,67767060,49137300K,,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET DUE
H0005,HAVI LOGISTICS (SINGAPORE) PTE LTD,SINGAPORE,67767060,198401262R,Distributor,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET 30
H0006,HONG YU TRADING PTE LTD,SINGAPORE,67767060,199308414Z,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET 30
H0007,HOCK WING SENG ENTERPRISE PTE LTD,SINGAPORE,67767060,199404563E,Individual Owner,"10 SCIENCE PARK ROAD THE ALPHA,  LOBBY A SCIENCE PARK II
# 03
SINGAPORE 
SINGAPORE 117684",,117684,,JENNY,,,NET 30
H0008,HANIFAA FROZEN FOOD PTE LTD,SINGAPORE,67442933,199201925W,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET 30
H0009,HENG GUAN FOOD INDUSTRIAL PTE LTD,SINGAPORE,67442933,199401515N,Distributor,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET 30
H0010,HOTOH CAR AIR-CONDITIONING CO,SINGAPORE,67442933,,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET DUE
H0011,HONG KEE FOODS PTE LTD,SINGAPORE,67442933,199402506H,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET 30
H0012,HAPIWAYS MGT SERVICES PTE LTD,SINGAPORE,67442933,198100748C,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET DUE
H0013,HYPAC & FOODS PTE LTD,SINGAPORE,67442933,199204740H,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET 30
H0014,HAN TAT SEAFOOD & COLDSTORAGE PTE LTD,SINGAPORE,67442933,199602008E,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET 30
H0015,HOCK SWEE FOODSTUFF TRADING,SINGAPORE,67442933,42437500A,Individual Owner,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,,JENNY,,,NET 30
H0016,HOCK CHUAN HENG FARM,SINGAPORE,67442933,27180800D,Distributor,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,93864421,AH TECK,,,NET 30
H0017,HUP HENG POULTRY INDUSTRIES PTE LTD,SINGAPORE,67442933,199004442Z,Distributor,"1 JALAN PASAR BARU
SINGAPORE 
SINGAPORE ",,,93864421,AH TECK,,,NET 30
H0018,HA LI FA PTE LTD,SINGAPORE,67736209,199306541G,,"257 PANDAN LOOP
SINGAPORE 128434
",,128434,93864421,AH TECK,,,NET 30
H0019,HARRISON TRANSICOLD,SINGAPORE,67736209,,Individual Owner,"257 PANDAN LOOP
SINGAPORE 128434
",,128434,93864421,AH TECK,,,NET DUE
H0020,HEN TICK COLDSTORAGE PTE LTD,SINGAPORE,67736209,197702047W,Distributor,"257 PANDAN LOOP
SINGAPORE 128434
",,128434,93864421,AH TECK,,,NET 30
H0021,HWEE JAN AIR-CONDITIONING & ENGRG PTE LTD,SINGAPORE,67736209,198702911K,Individual Owner,"257 PANDAN LOOP
SINGAPORE 128434
",,128434,93864421,AH TECK,,,NET DUE
H0022,HWEE JAN (S) PTE LTD,SINGAPORE,67736209,199201209N,Individual Owner,"257 PANDAN LOOP
SINGAPORE 128434
",,128434,93864421,AH TECK,,,NET DUE
