code,origin_store_id,destination_store_id,product_id_in,adjustment_in,type_in,product_id_out,adjustment_out,type_out,reason_in
5297,ST,TL,B4IPA,50,Goods Receipt,B4IPA,-27,Item Adjustment,ISSUE TO EDWIN-E2-B415ES24FG -3 SETS ON 16/08/2017
4167,ST,TL,B4IPA,50,Goods Receipt,B4IPA,-1,Item Transfer,REFER TO VEC NO:GW4552-HJ-1951-TAKEN BY RAJA
4197,ST,TL,B4IPA,50,Goods Receipt,B4IPA,-1,Item Transfer,REFER TO VEC NO:YL7698-HJ-1979-TAKEN BY RAJA
4203,ST,WD,B4IPA,50,Goods Receipt,B4IPA,-8,Item Transfer,ISSUE TO NORTHLINK ON 17/01/14
4080,ST,WD,B2B58,15,Goods Receipt,B2B58,-10,Item Transfer,ISSUE TO NORTHLINK ON 06/11/13.
4086,TL,ST,SSA512A034,1,Item Transfer,SSA512A034,-1,Item Transfer,return to store first..need to do adjusment-refer to tranfer no:4042
4681,ST,WD,DSP-08,50,Goods Receipt,DSP-08,-10,Item Transfer,issue to northlink on 13/01/15
4469,ST,WD,447600-8080L,5,Goods Receipt,447600-8080L,-2,Item Transfer,ISSUE TO NORTHLINK ON 09/04/14
4731,ST,WD,SSA512A025A,10,Goods Receipt,SSA512A025A,-1,Item Transfer,ISSUE TO NORTHLINK ON 16/04/15
4690,ST,WD,SSA512A025A,10,Goods Receipt,SSA512A025A,-1,Item Transfer,issue to northlink on 29/01/15
4528,ST,TL,S6AF-3EX-3-24V,2,Goods Receipt,S6AF-3EX-3-24V,-1,Item Transfer,REFER TO VEC NO:YM4424  HJ-2219-TAKEN BY RAJA
4543,ST,WD,CSA 512K 627GGL,2,Item Adjustment,CSA 512K 627GGL,-1,Item Transfer,issue to northlink on 14/05/14
4488,TL,ST,29144,1,Item Transfer,29144,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO-return to store
4683,TL,ST,6255,1,Item Transfer,6255,-1,Item Transfer,ISSUE TO CUSTOMER .AS PER REQUEST BY ROSE
4485,TL,ST,8185-WHITE-SIZE41,1,Item Transfer,8185-WHITE-SIZE41,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,19416-BLK-36,1,Item Transfer,19416-BLK-36,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,25105-BLK-42,1,Item Transfer,25105-BLK-42,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,TP-3200SP-BLK-41,1,Item Transfer,TP-3200SP-BLK-41,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4647,TL,ST,6000A-W-42,1,Item Transfer,6000A-W-42,-1,Item Transfer,TRAFER BACK TO STORE-
4468,ST,WD,MTA-TA-0117,5,Goods Receipt,MTA-TA-0117,-1,Item Transfer,ISSUE TO NORTHLINK ON 09/04/14
5557,WD,ST,CDC 324B 625,2,Item Transfer,CDC 324B 625,-2,Item Transfer,TRANFER ALL STOCK FROM WD TO ST..DUE TO ALL TAKE BACK FROM NORTHLINK ON 15/04/19
5567,ST,TL,CTMIRHORCO-202/768,1,Goods Receipt,CTMIRHORCO-202/768,-1,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -08/06/2019
5547,ST,TL,TCP90A1V,1,Goods Receipt,TCP90A1V,-1,Item Adjustment,ISSUE TO EDWIN E2A415ES12FG-5 SETS 08/04/2019 ( P1PCB12FG YET TRANSFER STOCK NOT YET RETURN FROM ENGINEERING)(REFER TO TRANSFER NO:5543)
4593,ST,TL,C3-TB25-6,15,Goods Receipt,C3-TB25-6,-5,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET on 26/07/2014
4570,ST,TL,C3-TB25-6,15,Goods Receipt,C3-TB25-6,-4,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET
4587,ST,TL,C3-TB25-6,15,Goods Receipt,C3-TB25-6,-2,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS
4601,ST,TL,C3-TB25-6,15,Goods Receipt,C3-TB25-6,-3,Item Transfer,ISSUE TO EDWIN E2A415ES12FG-3SETS =8/8/2014
4586,ST,TL,C3-TB25-6,15,Goods Receipt,C3-TB25-6,-1,Item Transfer,ISSUE TO EDWIN-E2-C415ES24FG -1SET-
4585,ST,WD,B2A54,8,Goods Receipt,B2A54,-2,Item Transfer,ISSUE TO NORTHLINK ON 04/07/14
4557,ST,TL,BAH-,10,Goods Receipt,BAH-,-1,Item Transfer,REFER TO VEC NO:YN3619-HJ-2185
5567,ST,TL,BAH-,10,Goods Receipt,BAH-,-2,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -08/06/2019
4980,ST,TL,1186-BLK-37,1,Goods Return To Store,1186-BLK-37,-1,Item Transfer,AS  PER REQUESTED BY RICKY FOR FHA 07/04/2016
4563,ST,WD,B2B51,6,Goods Receipt,B2B51,-1,Item Transfer,ISSUE TO NORTHLINK ON 03/06/14
4563,ST,WD,B2A53,15,Goods Receipt,B2A53,-3,Item Transfer,ISSUE TO NORTHLINK ON 03/06/14
4615,ST,WD,B2A53,15,Goods Receipt,B2A53,-1,Item Transfer,issue to northlink on 08/09/14
4537,TL,ST,E2-A415ES24FG,2,Item Assembly Convert to QtyOnStock,E2-A415ES24FG,-1,Item Transfer,REFER TO ASSEMBLY NO:50139-E2-A415ES24FG-1SET
4538,TL,ST,E2-A415ES12FG,2,Item Assembly Convert to QtyOnStock,E2-A415ES12FG,-2,Item Transfer,REFER TO ASSEMBLY NO:50141-E2-A415ES12FG-2SET
4587,ST,TL,C3-TR-ON/3-7,2,Goods Receipt,C3-TR-ON/3-7,-2,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS
4600,ST,WD,TE203,3,Goods Receipt,TE203,-1,Item Transfer,ISSUE TO NORTHLINK ON 06/08/14
4900,ST,WD,TSJ505A041D,2,Item Adjustment,TSJ505A041D,-1,Item Transfer,ISSSUE TO NORTHLINK ON 23/12/15
4558,WD,ST,CSA 512K 627GGL,1,Item Transfer,CSA 512K 627GGL,-1,Item Transfer,WRONGLY KEY IN PART NUMBER
4364,TL,ST,F4-3/8-90-ORING,2,Item Transfer,F4-3/8-90-ORING,-2,Item Transfer,REFER TO VEC NO:YL7767-HJ-2083-TAKEN BY AH JIN-RETURN OPEN UNDER S/C
5349,TL,ST,TCP150B2V,1,Item Adjustment,TCP150B2V,-1,Item Adjustment,REFER TO ASSEMBLY NO:50323-E2-A415ES24FG -3SET -29/11/2017
4603,ST,TL,R1HG2-S,1,Item Transfer,R1HG2-S,-1,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 08/08/2014
4366,ST,WD,B2B58,15,Goods Receipt,B2B58,-5,Item Transfer,ISSUE TO NORTHLINK ON 07/03/14
4360,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YM5869-HJ-2109-TAKEN BY RAJA
5317,ST,WD,FEFU20AMP-SMALL,10,Goods Return To Store,FEFU20AMP-SMALL,-8,Item Transfer,ISSUE TO NORTHLINK ON 13/09/17
4501,ST,TL,B362304-2RS,10,Goods Receipt,B362304-2RS,-1,Item Transfer,REFER TO VEC NO:YN1402-HJ-2200TAKEN BY RAJA
4543,ST,WD,CSA 512K 627GGL,1,Item Transfer,CSA 512K 627GGL,-1,Item Transfer,issue to northlink on 14/05/14
4449,ST,TL,MM408992L,20,Goods Receipt,MM408992L,-1,Item Transfer,REFER TO VEC NO:YL7941-HJ-2169-TAKEN BY AH KENG
4425,ST,TL,KHC-13,5,Goods Receipt,KHC-13,-1,Item Transfer,REFER TO VEC NO:YM9633-HJ-2160-TAKEN BY RAJA
5355,ST,TL,71924339,20,Goods Receipt,71924339,-3,Item Adjustment,MTA COMPLETED SET HAD SEND TO MIT AIR FOR TESTING YET TO BILL CUSTOMER
5356,TL,ST,71924339,20,Goods Receipt,71924339,-4,Item Adjustment,REFER TO ASSEMBLY NO:50324-E2-A415ES24FG -5SET -19/12/2017
4468,ST,WD,B2B62,5,Goods Receipt,B2B62,-3,Item Transfer,ISSUE TO NORTHLINK ON 09/04/14
4593,ST,TL,BBIB24V,30,Goods Receipt,BBIB24V,-9,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET on 26/07/2014
4570,ST,TL,BBIB24V,30,Goods Receipt,BBIB24V,-10,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET
4587,ST,TL,BBIB24V,30,Goods Receipt,BBIB24V,-4,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS
4586,ST,TL,BBIB24V,30,Goods Receipt,BBIB24V,-2,Item Transfer,ISSUE TO EDWIN-E2-C415ES24FG -1SET-
4485,TL,ST,1186-BLK-42,1,Item Transfer,1186-BLK-42,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4444,ST,TL,28116,1,Goods Receipt,28116,-1,Item Transfer,taken by mr mike..for showroom display
4563,ST,WD,B2A39,4,Goods Receipt,B2A39,-2,Item Transfer,ISSUE TO NORTHLINK ON 03/06/14
5418,ST,TL,TCP11F1W,2,Item Adjustment,TCP11F1W,-1,Item Adjustment,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 02/07/2018
4568,ST,WD,TCP11F1W,2,Item Adjustment,TCP11F1W,-1,Item Transfer,ISSUE TO NORTHLINK ON 05/06/14
4561,ST,WD,CSA512K627GG,6,Goods Receipt,CSA512K627GG,-4,Item Transfer,ISSUE TO NORTHLINK ON 14/05/14
4532,ST,TL,CSA512K627GG,6,Goods Receipt,CSA512K627GG,-1,Item Transfer,REFER TO VEC NO:GBA5919-HJ-2222-TAKEN BY RAJA
4488,TL,ST,40602,1,Item Transfer,40602,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO-return to store
4613,TL,ST,41826,1,Item Transfer,41826,-1,Item Transfer,TRANFER BACK IN ST..COZ NEED TO INVOICE FOR CUSTOMER..
4488,TL,ST,29102,1,Item Transfer,29102,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO-return to store
4485,TL,ST,8105-BLACK-SIZE36,1,Item Transfer,8105-BLACK-SIZE36,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,8105-BLACK-SIZE39,1,Item Transfer,8105-BLACK-SIZE39,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,8105-BLACK-SIZE41,1,Item Transfer,8105-BLACK-SIZE41,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,8005-BLACK-SIZE38,1,Item Transfer,8005-BLACK-SIZE38,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,1186-BLK-39,1,Item Transfer,1186-BLK-39,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,19511-BLK-40,1,Item Transfer,19511-BLK-40,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4485,TL,ST,WHT-102SP-42,1,Item Transfer,WHT-102SP-42,-1,Item Transfer,ISSUE TO FHA 2014-TAKEN BY DORIS YAO--RETURN TO STORE
4663,ST,WD,CCC1-RL32H-5,4,Goods Receipt,CCC1-RL32H-5,-1,Item Transfer,issue to northlink on 10/12/14
4784,ST,TL,R1HG224,10,Goods Receipt,R1HG224,-5,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 31/07/2015
4780,ST,TL,R1HG224,10,Goods Receipt,R1HG224,-5,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 15/07/2015
4915,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-1,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 28/01/2016
4853,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-1,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -1 SETS ON 27/10/2015
4712,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-1,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 10/03/2015  IN THIS ISSUE MISSING R1HG324-2PCS & E2-415-400VA-1PC
4774,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-1,Item Transfer,ISSUE TO EDWIN-E2-C415ES24FG - 1SET- 04/07/2015
4734,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-2,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 28/04/2015  IN THIS ISSUE MISSING R1HG324-2PCS
4808,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-2,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 28/08/2015 MISSING 2PCS R1HG324
4796,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-1,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -1 SETS ON 20/08/2015
4879,ST,TL,E1-SKD62-08,10,Goods Receipt,E1-SKD62-08,-1,Item Transfer,ISSUE TO EDWIN-E2-B415ES24FG -1 SETS ON 14/12/2015
4691,ST,TL,C3-TR-ON/3-4,10,Goods Receipt,C3-TR-ON/3-4,-4,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 02/02/2015
4686,ST,TL,C3-TR-ON/3-4,10,Goods Receipt,C3-TR-ON/3-4,-5,Item Transfer,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 27/01/2015
4678,ST,TL,C3-TR-ON/3-4,10,Goods Receipt,C3-TR-ON/3-4,-1,Item Transfer,ISSUE TO EDWIN E2A415ES12FG-3SETS
5203,ST,WD,ACA272C009,1,Item Adjustment,ACA272C009,-1,Item Transfer,ISSUE TO NORTHLINK ON 24/02/17
4664,ST,WD,UBU2-UCR,4,Goods Receipt,UBU2-UCR,-1,Item Transfer,issue to northlink on 11/12/14
5596,ST,TL,TE203,3,Item Transfer,TE203,-1,Item Adjustment,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 09/01/2020 REFER TO :5595
4667,ST,WD,2RB2,12,Goods Receipt,2RB2,-3,Item Transfer,ISSUE TO NORTHLINK ON 10/12/14
4676,ST,WD,F4-SE-0303,22,Goods Receipt,F4-SE-0303,-10,Item Transfer,ISSUE TO NORTHLINK ON 06/01/15
5567,ST,TL,F4-SE-0303,22,Goods Receipt,F4-SE-0303,-1,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -08/06/2019
5567,ST,TL,F4-SE-0505,20,Goods Receipt,F4-SE-0505,-1,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -08/06/2019
4676,ST,WD,F4-SE-0505,20,Goods Receipt,F4-SE-0505,-5,Item Transfer,ISSUE TO NORTHLINK ON 06/01/15
4721,ST,WD,60091S,200,Goods Receipt,60091S,-5,Item Transfer,ISSUE TO NORTHLINK ON 24/03/15
4932,ST,TL,5550305,5,Goods Receipt,5550305,-1,Item Transfer,AS PER REQUEST BY RICKY ...FOR FHA
5652,TL,ST,TSJ505A041AD,2,Goods Receipt,TSJ505A041AD,-1,Item Adjustment,REFER TO ASSEMBLY NO:50412-E2-2415ES12FG-4SET-PAYMENT NOV 2020(ENGINGEERING RETURN ON 26/11/2020)
5668,ST,TL,TSJ505A041AD,2,Goods Receipt,TSJ505A041AD,-1,Item Adjustment,ISSUE TO EDWIN E2A2415ES24FG-5 SETS- 19/04/2021(PENDING- E1-SKD62-08-5 PCS)
4754,ST,WD,B2B54,1,Goods Receipt,B2B54,-1,Item Transfer,ISSUE TO NORTHLINK ON 04/06/15
5718,TL,ST,B2B57,3,Item Transfer,B2B57,-3,Item Adjustment,STOCK TRANFER BACK FROM SHOWROOM
4767,ST,WD,071222167A,150,Goods Receipt,071222167A,-1,Item Transfer,ISSUE TO NORTHLINK ON 01/07/15
4767,ST,WD,071925948C,150,Goods Receipt,071925948C,-1,Item Transfer,ISSUE TO NORTHLINK ON 01/07/15
4709,ST,WD,B2A52,15,Goods Receipt,B2A52,-2,Item Transfer,ISSUE TO NORTHLINK ON 02/03/15
4742,ST,WD,B2A52,15,Goods Receipt,B2A52,-2,Item Transfer,ISSUE TO NORTHLINK ON 07/05/15
1230,ST,TL,BAPI-E08-10,1000,Goods Receipt,BAPI-E08-10,-1000,Goods Return (RTS),REF TO THIS VEC NO:YJ7722
4724,ST,WD,068-3404,2,Goods Receipt,068-3404,-2,Item Transfer,ISSUE TO NORTHLINK ON 07/04/15
4721,ST,WD,DSP-08,50,Goods Receipt,DSP-08,-8,Item Transfer,ISSUE TO NORTHLINK ON 24/03/15
4072,ST,TL,BH-0038300108,2,Goods Receipt,BH-0038300108,-1,Item Transfer,REFER TO VEC NO:WC3809B-HJ-1886-TAKEN BY AH LIANG
5296,ST,WD,127301,200,Goods Receipt,127301,-2,Item Adjustment,ISSUE TO NORTHLINK ON 07/08/17
5308,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-28,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -31/08/2017
4275,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,REFER TO VEC NO:YL4004-HJ-2039-TAKEN BY RAJA
4293,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,REFER TO VEC NO:YM3682-HJ-2052-TAKEN BY RAJA
4279,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,REFER TO VEC NO:GW7284-HJ-2041-TAKEN BY RAHA
4218,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,REFER TO VEC NO:YM 5803-HJ-1932-TAKEN BY RAJA
4288,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,REFER TO VEC NO:YK3152-HJ-2049-TAKEN BY RAJA
4311,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-1,Item Transfer,REFER TO VEC NO:YM7887-HJ-2064-TAKEN BY RAJA
4230,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,Refer to veh. no. GBA0013J- HJ2007 taken by Raja
4220,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-1,Item Transfer,Refer to vehicle no. GBC3773T- HJ 2000 taken by Raja
4232,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,Refer to veh. no. GBA0013J- HJ2007 taken by Raja
4270,ST,TL,OAORI5/16-P11,100,Goods Receipt,OAORI5/16-P11,-4,Item Transfer,REFER TO VEC NO:GU9454-HJ-2037-TAKEN BY RAJA
4364,TL,ST,OAOR3/8,4,Item Transfer,OAOR3/8,-2,Item Transfer,REFER TO VEC NO:YL7767-HJ-2083-TAKEN BY AH JIN-RETURN OPEN UNDER S/C
4278,ST,TL,C9-SC-03,10,Goods Receipt,C9-SC-03,-1,Item Transfer,ISSUE TO EDWIN E2A415ES12FG-5 SETS
4185,ST,TL,C9-SC-03,10,Goods Receipt,C9-SC-03,-4,Item Transfer,ISSUE TO EDWIN E2A415ES12FG-4 SETS
4099,ST,TL,C9-SC-03,10,Goods Receipt,C9-SC-03,-3,Item Transfer,ISSUE  TO EDWIN -5 SET-E2-A415ES24FG
4107,ST,TL,C9-SC-03,10,Goods Receipt,C9-SC-03,-1,Item Transfer,REFER TO VEC NO:GBA7607-HJ-1904-TAKEN BY RAJA
5508,ST,TL,TCP11F2,10,Goods Receipt,TCP11F2,-1,Item Adjustment,ISSUE TO EDWIN-E2-C415ES24FG - 1SET- 22/01/2019
5519,ST,TL,TCP11F2,10,Goods Receipt,TCP11F2,-1,Item Adjustment,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 25/01/2019
5500,ST,WD,TCP11F2,10,Goods Receipt,TCP11F2,-1,Item Adjustment,ISSUE TO NORTHLINK ON 17/12/18
4231,ST,TL,TCP150EB2V,3,Goods Receipt,TCP150EB2V,-1,Item Transfer,Refer to veh. no. YN 3130 -HJ 2008 taken by Raja
4673,ST,WD,B2A56,1,Item Transfer,B2A56,-1,Item Transfer,ISSUE TO NORTHLINK ON 18/12/14
4176,ST,TL,MM408992L,1,Item Transfer,MM408992L,-1,Item Transfer,REFER TO VEC NO:YM5777-HJ-1961-TAKEN BY RAJA
4339,ST,TL,B2A47,1,Item Transfer,B2A47,-1,Item Transfer,REFER TO VEC NO:GQ5347-HJ-2089-TAKEN BY RAJA
5428,ST,WD,SSA512A022B,1,Item Adjustment,SSA512A022B,-1,Item Adjustment,ISSUE TO NORTHLINK ON 18/07/18
5633,TL,ST,TCP11F1,1,Item Adjustment,TCP11F1,-1,Item Adjustment,REFER TO ASSEMBLY NO:50406--E2-A415ES24FG -3SET -25/07/2020
4364,TL,ST,OAOR3/8,4,Item Transfer,OAOR3/8,-2,Item Transfer,REFER TO VEC NO:YL7767-HJ-2083-TAKEN BY AH JIN-RETURN OPEN UNDER S/C
4297,ST,TL,KHC-13,5,Goods Receipt,KHC-13,-1,Item Transfer,REFER TO VEC NO:YL9033-HJ-2056-TAKEN BY RAJA
4175,ST,TL,KHC-13,5,Goods Receipt,KHC-13,-1,Item Transfer,REFER TO VEC NO:YK2880-HJ-1960-TAKEN BY RAJA
4462,ST,WD,BBBB12V-5229,100,Goods Receipt,BBBB12V-5229,-22,Item Transfer,ISSUE TO NORTHLINK ON 05/04/14
4668,ST,WD,BBBB12V-5229,100,Goods Receipt,BBBB12V-5229,-30,Item Transfer,TRANSFER FOR NORTHLINK 15/12/2014
4311,ST,TL,FC505-08,200,Goods Receipt,FC505-08,-1.95,Item Transfer,REFER TO VEC NO:YM7887-HJ-2064-TAKEN BY RAJA
4415,ST,TL,FC505-08,200,Goods Receipt,FC505-08,-2,Item Transfer,REFER TO VEC NO:YL6412-HJ-2155-TAKEN BY RAJA
4496,ST,TL,B2A61,5,Goods Receipt,B2A61,-1,Item Transfer,REFER TO VEC NO:YL6992-HJ-2194-TAKEN BY RAJA
4109,ST,WD,F1DN-163,15,Goods Receipt,F1DN-163,-2,Item Transfer,ISSUE TO NOTHLINK ON 06/12/13
4126,ST,TL,F1DN-163,15,Goods Receipt,F1DN-163,-1,Item Transfer,REFER TO VEC NO:YK6893-HJ-1921-TAKEN BY RAJA
4113,ST,TL,F1DN-163,15,Goods Receipt,F1DN-163,-1,Item Transfer,ISSUE TO SVS UNDER VEC NO:YL2977-HJ-1908-TAKEN BY RAJA
4142,ST,TL,F1DN-163,15,Goods Receipt,F1DN-163,-1,Item Transfer,REFER TO VEC NO:YM3340-HJ-1934-TAKEN BY RAJA
4128,ST,TL,F1DN-163,15,Goods Receipt,F1DN-163,-1,Item Transfer,REFER TO VEC NO:YN855-HJ-1922-TAKEN BY RAJA
4159,ST,TL,NRV 12,10,Goods Receipt,NRV 12,-1,Item Transfer,REFER TO VEC NO:YL1595-HJ-1944-TAKEN BY RAJA
4932,ST,TL,41956,10,Goods Return To Store,41956,-1,Item Transfer,AS PER REQUEST BY RICKY ...FOR FHA
5580,ST,TL,SAA382A008,1,Item Adjustment,SAA382A008,-1,Item Adjustment,ISSUE TO EDWIN-E2-B415ES24FG -2 SETS ON 13/09/2019
5428,ST,WD,SSA521A425A,5,Item Adjustment,SSA521A425A,-4,Item Adjustment,ISSUE TO NORTHLINK ON 18/07/18
5183,TL,WD,TP-3200SP-BLK-43,1,Item Transfer,TP-3200SP-BLK-43,-1,Item Transfer,AS PER REQUESTED BY RICKY ISSUE TO AH KENG
4065,ST,TL,C3-TR-ON/3-4,10,Goods Receipt,C3-TR-ON/3-4,-4,Item Transfer,ISSUE  TO EDWIN -4 SET-E2-A415ES24FG
4099,ST,TL,C3-TR-ON/3-4,10,Goods Receipt,C3-TR-ON/3-4,-5,Item Transfer,ISSUE  TO EDWIN -5 SET-E2-A415ES24FG
4107,ST,TL,C3-TR-ON/3-4,10,Goods Receipt,C3-TR-ON/3-4,-1,Item Transfer,REFER TO VEC NO:GBA7607-HJ-1904-TAKEN BY RAJA
4585,ST,WD,B2A50.5,3,Goods Receipt,B2A50.5,-2,Item Transfer,ISSUE TO NORTHLINK ON 04/07/14
5255,TL,ST,B2A50.5,3,Goods Receipt,B2A50.5,-1,Item Adjustment,REFER TO ASSEMBLY NO:50300--E2-A415ES24FG -2SET -05/06/2017
4069,ST,TL,B2A60,5,Goods Receipt,B2A60,-1,Item Transfer,REFER TO VEC NO:YL2407-HJ-1883-TAKEN BY RAJA
4089,ST,WD,B2A60,5,Goods Receipt,B2A60,-2,Item Transfer,ISSUE TO NRTHLINK ON 27/11/13
5264,ST,TL,8185-BLACK-SIZE44,1,Goods Return To Store,8185-BLACK-SIZE44,-1,Item Adjustment,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 22/06/2017 REFER:5262 -4PCS
4278,ST,TL,E2-415-400VA,10,Goods Receipt,E2-415-400VA,-1,Item Transfer,ISSUE TO EDWIN E2A415ES12FG-5 SETS
4099,ST,TL,E2-415-400VA,10,Goods Receipt,E2-415-400VA,-3,Item Transfer,ISSUE  TO EDWIN -5 SET-E2-A415ES24FG
4185,ST,TL,E2-415-400VA,10,Goods Receipt,E2-415-400VA,-4,Item Transfer,ISSUE TO EDWIN E2A415ES12FG-4 SETS
5242,ST,TL,E2-415-400VA,10,Goods Receipt,E2-415-400VA,-2,Item Adjustment,REFER TO TRANSFER NO:5230
4153,ST,TL,F4-FT-048,20,Goods Receipt,F4-FT-048,-1,Item Transfer,REFER TO VEC NO:YL1595-HJ-1944-TAKEN BY RAJA
4291,ST,TL,SFT511-250V,10,Goods Receipt,SFT511-250V,-1,Item Transfer,REFER TO VEC NO:GZ9249-HJ-2042-HJ-2042-TAKEN BY RAJA
4203,ST,WD,204700,149,Goods Receipt,204700,-4,Item Transfer,ISSUE TO NORTHLINK ON 17/01/14
5581,TL,ST,SSA387B114C,10,Goods Receipt,SSA387B114C,-1,Item Adjustment,AS PER REQUEST BY JAYSIE.NEED TO INVOICE TO CUSTOMER
4480,ST,TL,SSA925A057,20,Goods Receipt,SSA925A057,-1,Item Transfer,REFER TO VEC NO:YL7644-HJ-2190-TAKEN BY RAJA
4386,ST,TL,SSA925A057,20,Goods Receipt,SSA925A057,-1,Item Transfer,REFER TO VEC NO:YL4859-HJ-2130-TAKEN BY RAJA
4312,ST,TL,SSA925A057,20,Goods Receipt,SSA925A057,-1,Item Transfer,REFER TO VEC NO:YM7887-HJ-2065-TAKEN BY RAJA
5218,ST,GB,TD30DXB-1L1,1,Goods Receipt,TD30DXB-1L1,-1,Item Adjustment,THIS BATCH PULLEY CANT USED NEED TO WAITING APPROVAL FROM MR LIM -WRITE OFF
4251,ST,TL,SSA431J019,2,Item Transfer,SSA431J019,-1,Item Transfer,REFER TO VEC NO:YL4758-HJ-2025-TAKEN BY RAJA
5315,ST,WD,SSA431J019,2,Item Transfer,SSA431J019,-1,Item Adjustment,ISSUE TO NORTHLINK ON 04/09/17
5336,TL,ST,TSJ505A047B,1,Item Transfer,TSJ505A047B,-1,Item Adjustment,NEED TO ISSUE TO MRU. PARTS BELONG TO MRU.REFER TO TRANFER NO:5024
